Year,Rep,Blk,Entry,Treatment,Accession,Name,Main_plot,x,y,salinity_0_6,salinity_6_24,SLA_leaf_area,SLA_leaf_wt,standct_early_row1,standct_early_row2,standct_late_row1,standct_late_row2,plants_m2,X_4_plant_bloom_Julian,flower,height_front,height_back,height,lodging,matu,maturity,survivors_plot,survivor_density,survivor_perc_indian,survivor_perc,testweight_g,seed_200wt_g,seed_ct_200wt,dirty_wt_kg,clean_wt_kg,oil_perc,Comments,Harvest_date
2017h,2,3,13,Saline,Ames 31809,UGA-SAM1-117,10068,337.5,360,7.94,7.05,NA,NA,11,9,11,10,2.296587927,220,82,95.25,79.375,87.3125,2,264,126,19,2.077865267,90.47619048,21.11111111,181.81,10.152,200,0.39,0.19,31.67533708,,291
2017h,2,3,14,Control,Ames 31835,UGA-SAM1-143,6060,297.5,185,3.15,4.65,NA,NA,24,29,NA,NA,5.796150481,216,78,85.09,90.805,87.9475,2,261,123,53,NA,NA,58.88888889,193.88,7.641,200,0.39,0.26,38.11538462,,289
2017h,2,3,14,Saline,Ames 31830,UGA-SAM1-138,10069,342.5,360,7.89,7.17,NA,NA,10,8,10,8,1.968503937,222,84,89.535,100.33,94.9325,1,258,120,18,1.968503937,100,20,176.99,9.689,200,0.48,0.37,37.47679505,,291
2017h,2,3,15,Control,Ames 31885,UGA-SAM1-193,6061,302.5,185,3.04,4.72,NA,NA,14,21,NA,NA,3.827646544,220,82,93.98,95.25,94.615,1,264,126,35,NA,NA,38.88888889,206.12,7.949,200,0.54,0.4,43.37210543,,289
2017h,2,3,15,Saline,Ames 31815,UGA-SAM1-123,10070,347.5,360,7.87,7.27,NA,NA,8,14,9,16,2.734033246,216,78,133.35,120.015,126.6825,1,261,123,22,2.405949256,88,24.44444444,192.29,12.143,200,0.88,0.7,32.68188607,,291
2017h,2,3,16,Control,Ames 31957,UGA-SAM1-265,6062,307.5,185,2.9,4.76,NA,NA,13,24,NA,NA,4.046369204,216,78,98.425,93.345,95.885,1,264,126,37,NA,NA,41.11111111,183.57,7.953,200,0.41,0.21,38.18648417,,291
2017h,2,3,16,Saline,Ames 31973,UGA-SAM1-281,10071,352.5,360,7.88,7.37,NA,NA,4,6,4,7,1.202974628,230,92,69.85,74.93,72.39,1,NA,NA,11,1.202974628,100,12.22222222,NA,3.523,200,0.29,0.02,NA,,291
2017h,2,3,17,Control,Ames 31815,UGA-SAM1-123,6063,312.5,185,2.78,4.77,NA,NA,16,28,NA,NA,4.811898513,202,64,100.33,98.425,99.3775,1,268,130,44,NA,NA,48.88888889,208.52,7.041,200,0.61,0.35,37.97326203,,291
2017h,2,3,17,Saline,Ames 31963,UGA-SAM1-271,10072,357.5,360,7.9,7.45,193.8,1.68,14,9,12,11,2.515310586,222,84,76.2,71.755,73.9775,1,270,132,17,1.859142607,73.91304348,18.88888889,223.62903,9.553,200,0.28,0.17,33.69727311,,291
2017h,2,3,18,Control,RHA 475,,6064,317.5,185,2.65,4.72,NA,NA,22,15,NA,NA,4.046369204,222,84,87.63,86.36,86.995,1,268,130,37,NA,NA,41.11111111,214.47,5.772,200,0.36,0.08,38.70028788,,291
2017h,2,3,18,Saline,Pioneer 63A21,,10073,362.5,360,7.94,7.53,NA,NA,27,22,23,23,5.030621172,205,67,76.2,86.36,81.28,1,254,116,34,3.718285214,73.91304348,37.77777778,212.4,16.381,200,1.19,1.03,33.5938501,,291
2017h,2,3,2,Control,Ames 31769,UGA-SAM1-076,5057,282.5,150,4.38,6.26,NA,NA,10,10,NA,NA,2.187226597,216,78,93.345,95.25,94.2975,2,264,126,20,NA,NA,22.22222222,164.96,15.637,200,0.52,0.26,22.42054575,,289
2017h,2,3,2,Saline,Ames 31831,UGA-SAM1-139,9066,327.5,325,5.12,4.26,325.96,2.94,5,3,11,6,1.859142607,226,88,101.6,97.155,99.3775,1,272,134,18,1.968503937,105.8823529,20,171.54043,9.41,200,0.13,0.08,37.80076792,,291
2017h,2,3,3,Control,Ames 31807,UGA-SAM1-115,5058,287.5,150,4.4,6.29,NA,NA,29,21,NA,NA,5.468066492,220,82,127,114.3,120.65,1,270,132,50,NA,NA,55.55555556,170.88,6.437,200,1.28,0.78,41.25,,289
2017h,2,3,3,Saline,Ames 31761,UGA-SAM1-068,9067,332.5,325,4.97,4.43,NA,NA,8,3,9,4,1.421697288,235,97,114.3,111.76,113.03,1,NA,NA,12,1.312335958,92.30769231,13.33333333,163.762335,6.744,200,0.18,0.09,24.96385286,,291
2017h,2,3,4,Control,Ames 31721,UGA-SAM1-028,5059,292.5,150,4.38,6.24,NA,NA,7,9,NA,NA,1.749781277,220,82,96.52,104.775,100.6475,2,272,134,16,NA,NA,17.77777778,167.24664,14.319,200,0.32,0.14,25.52597819,,289
2017h,2,3,4,Saline,Ames 31750,UGA-SAM1-057,9068,337.5,325,4.85,4.62,NA,NA,6,10,5,10,1.640419948,216,78,67.31,80.645,73.9775,2,264,126,11,1.202974628,73.33333333,12.22222222,NA,7.009,200,0.06,0.03,NA,,291
2017h,2,3,5,Control,Ames 31812,UGA-SAM1-120,5060,297.5,150,4.34,6.21,NA,NA,15,14,NA,NA,3.171478565,220,82,90.805,97.79,94.2975,1,268,130,29,NA,NA,32.22222222,213.52,6.674,200,0.73,0.39,41.97624652,,289
2017h,2,3,5,Saline,Ames 31918,UGA-SAM1-226,9069,342.5,325,4.78,4.76,NA,NA,12,10,12,11,2.515310586,220,82,101.6,135.89,118.745,1,258,120,21,2.296587927,91.30434783,23.33333333,196.64,11.577,200,0.81,0.52,28.79117365,,291
2017h,2,3,6,Control,Ames 31701,UGA-SAM1-008,5061,302.5,150,4.31,6.16,NA,NA,2,0,NA,NA,0.21872266,226,88,86.36,85.725,86.0425,2,261,123,2,NA,NA,2.222222222,NA,10.178,200,0.08,0.03,NA,,289
2017h,2,3,6,Saline,Ames 31920,UGA-SAM1-228,9070,347.5,325,4.79,4.87,NA,NA,16,6,14,7,2.296587927,220,82,144.145,148.59,146.3675,1,264,126,17,1.859142607,80.95238095,18.88888889,195.75,10.67,200,1.08,0.7,31.95714743,,291
2017h,2,3,7,Control,Ames 31726,UGA-SAM1-033,5062,307.5,150,4.28,6.06,NA,NA,7,12,NA,NA,2.077865267,216,78,113.665,112.395,113.03,1,264,126,19,NA,NA,21.11111111,194.83,8.561,200,0.45,0.29,37.21826115,,291
2017h,2,3,7,Saline,Ames 31900,UGA-SAM1-208,9071,352.5,325,4.86,4.95,NA,NA,21,26,20,26,5.030621172,220,82,110.49,122.555,116.5225,2,268,130,31,3.390201225,67.39130435,34.44444444,200.43,5.841,200,0.43,0.22,NA,,291
2017h,2,3,8,Control,Ames 31697,UGA-SAM1-004,5063,312.5,150,4.24,5.95,NA,NA,17,22,NA,NA,4.265091864,216,78,121.92,123.19,122.555,3,268,130,39,NA,NA,43.33333333,211.17,8.414,200,0.72,0.47,39.98831031,,291
2017h,2,3,8,Saline,Ames 31790,UGA-SAM1-098,9072,357.5,325,4.98,5.02,NA,NA,13,14,12,14,2.843394576,220,82,138.43,153.67,146.05,2,272,134,28,3.062117235,107.6923077,31.11111111,192.11,11.291,200,1.16,0.76,27.42045334,,291
2017h,2,3,9,Control,Ames 31796,UGA-SAM1-104,5064,317.5,150,4.17,5.76,NA,NA,12,13,NA,NA,2.734033246,216,78,96.52,100.33,98.425,1,264,126,25,NA,NA,27.77777778,219.39,9.056,200,0.63,0.41,39.9657754,,291
2017h,2,3,9,Saline,Ames 31806,UGA-SAM1-114,9073,362.5,325,5.16,5.09,NA,NA,15,12,13,10,2.515310586,216,78,118.745,119.38,119.0625,2,272,134,25,2.734033246,108.6956522,27.77777778,204.82,11.771,200,0.5,0.32,33.31168831,,291
2017h,2,4,1,Control,Ames 31706,UGA-SAM1-013,7056,277.5,220,1.58,2.21,NA,NA,6,11,NA,NA,1.859142607,220,82,102.87,107.315,105.0925,1,264,126,17,NA,NA,18.88888889,204.61,5.894,200,0.37,0.16,40.27985473,,289
2017h,2,4,1,Saline,Ames 31730,UGA-SAM1-037,11065,322.5,395,11.04,8.71,NA,NA,16,8,17,9,2.843394576,212,74,85.09,85.09,85.09,1,264,126,22,2.405949256,84.61538462,24.44444444,187.22,13.715,200,0.29,0.24,29.53634619,,297
2017h,2,4,10,Control,Ames 31964,UGA-SAM1-272,8056,277.5,255,1.08,1.74,NA,NA,9,10,NA,NA,2.077865267,226,88,129.54,142.24,135.89,2,278,140,19,NA,NA,21.11111111,198.25,14.226,200,0.75,0.41,27.43305238,,289
2017h,2,4,10,Saline,Ames 31779,UGA-SAM1-087,12065,322.5,430,12.86,8.81,NA,NA,3,5,5,9,1.531058618,237,99,99.06,73.66,86.36,2,278,140,12,1.312335958,85.71428571,13.33333333,178.15709,7.883,200,0.09,0.07,35.35953979,,297
2017h,2,4,11,Control,Ames 31799,UGA-SAM1-107,8057,282.5,255,1.13,1.74,NA,NA,12,10,NA,NA,2.405949256,216,78,147.32,142.24,144.78,3,261,123,22,NA,NA,24.44444444,153.15,13.129,200,0.36,0.17,35.37294294,,289
2017h,2,4,11,Saline,Ames 31923,UGA-SAM1-231,12066,327.5,430,13.02,9.13,NA,NA,0,1,13,4,1.859142607,242,104,92.71,85.09,88.9,2,NA,NA,15,1.640419948,88.23529412,16.66666667,NA,5.859,200,0.05,0.03,33.72251142,,297
2017h,2,4,12,Control,Ames 31711,UGA-SAM1-018,8058,287.5,255,1.21,1.74,NA,NA,15,27,NA,NA,4.593175853,216,78,121.92,130.81,126.365,2,261,123,42,NA,NA,46.66666667,NA,7.6,200,0.04,0.02,NA,,289
2017h,2,4,12,Saline,Ames 31781,UGA-SAM1-089,12067,332.5,430,13.17,9.41,320.56,2.67,1,1,1,4,0.546806649,248,110,80.645,86.995,83.82,1,248,110,5,0.546806649,100,5.555555556,155.35073,16.877,200,0.09,0.06,19.31847134,,297
2017h,2,4,13,Control,Ames 31845,UGA-SAM1-153,8059,292.5,255,1.32,1.75,NA,NA,17,23,NA,NA,4.374453193,216,78,121.92,118.11,120.015,2,254,116,40,NA,NA,44.44444444,182.43,11.632,200,0.71,0.4,35.01282874,,289
2017h,2,4,13,Saline,Ames 31784,UGA-SAM1-092,12068,337.5,430,13.3,9.66,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,NA,,297
2017h,2,4,14,Control,Ames 31773,UGA-SAM1-080,8060,297.5,255,1.43,1.79,NA,NA,22,15,NA,NA,4.046369204,212,74,144.78,147.32,146.05,3,258,120,37,NA,NA,41.11111111,209.75,11.788,200,0.54,0.41,38.47394276,,289
2017h,2,4,14,Saline,Ames 31953,UGA-SAM1-261,12069,342.5,430,13.39,9.82,NA,NA,0,1,3,3,0.656167979,244,106,82.55,77.47,80.01,3,278,140,5,0.546806649,83.33333333,5.555555556,NA,3.216,100,0.01,0.003216,NA,,297
2017h,2,4,15,Control,Ames 31955,UGA-SAM1-263,8061,302.5,255,1.57,1.87,NA,NA,15,21,NA,NA,3.937007874,216,78,123.825,130.81,127.3175,1,258,120,36,NA,NA,40,207.66,10.264,200,0.68,0.5,35.31109686,,289
2017h,2,4,15,Saline,Ames 31866,UGA-SAM1-174,12070,347.5,430,13.44,9.9,NA,NA,3,3,10,7,1.859142607,228,90,74.93,88.9,81.915,2,NA,NA,19,2.077865267,111.7647059,21.11111111,172.38511,8.848,200,0.09,0.06,35.07402279,,297
2017h,2,4,16,Control,Ames 31827,UGA-SAM1-135,8062,307.5,255,1.73,1.96,NA,NA,27,18,NA,NA,4.921259843,212,74,102.87,115.57,109.22,3,264,126,45,NA,NA,50,189.25,13.996,200,0.6,0.46,42.4639076,,291
2017h,2,4,16,Saline,Ames 31967,UGA-SAM1-275,12071,352.5,430,13.44,9.91,NA,NA,9,9,10,14,2.624671916,220,82,97.155,86.36,91.7575,2,272,134,20,2.187226597,83.33333333,22.22222222,189.77144,14.112,200,0.2,0.17,34.41091801,,297
2017h,2,4,17,Control,Ames 31876,UGA-SAM1-184,8063,312.5,255,1.85,2.08,NA,NA,26,21,NA,NA,5.139982502,216,78,109.22,99.06,104.14,1,261,123,47,NA,NA,52.22222222,210.65,11.757,200,0.72,0.45,33.51790486,,291
2017h,2,4,17,Saline,Ames 31701,UGA-SAM1-008,12072,357.5,430,13.41,9.86,NA,NA,1,1,1,1,0.21872266,228,90,52.07,76.835,64.4525,1,264,126,1,0.10936133,50,1.111111111,NA,4.492,50,0.01,0.004492,NA,Heights taken from one row.,297
2017h,2,4,18,Control,RHA 468,,8064,317.5,255,1.94,2.2,NA,NA,22,11,NA,NA,3.608923885,220,82,116.84,77.47,97.155,1,268,130,33,NA,NA,36.66666667,202.7232,5.864,200,0.18,0.08,36.32286996,,291
2017h,2,4,18,Saline,Pioneer 63A21,,12073,362.5,430,13.37,9.78,NA,NA,28,21,31,21,5.686789151,212,74,74.93,56.515,65.7225,3,256,118,19,2.077865267,36.53846154,21.11111111,198.07746,15.007,200,0.09,0.07,30.80337139,,297
2017h,2,4,2,Control,Ames 31841,UGA-SAM1-149,7057,282.5,220,1.6,2.27,NA,NA,17,25,NA,NA,4.593175853,212,74,102.235,102.87,102.5525,1,254,116,42,NA,NA,46.66666667,186.427915,8.597,200,0.38,0.19,36.97957874,,289
2017h,2,4,2,Saline,Ames 31696,UGA-SAM1-003,11066,327.5,395,11.1,9.05,361.3,2.5,4,1,5,2,0.765529309,228,90,63.5,67.945,65.7225,1,NA,NA,6,0.656167979,85.71428571,6.666666667,149.71953,16.597,200,0.07,0.05,15.76217248,,297
2017h,2,4,3,Control,Ames 31979,UGA-SAM1-287,7058,287.5,220,1.63,2.34,NA,NA,20,23,NA,NA,4.702537183,220,82,155.575,149.225,152.4,1,270,132,43,NA,NA,47.77777778,215.287815,7.309,200,0.46,0.21,41.0821256,,289
2017h,2,4,3,Saline,Ames 31840,UGA-SAM1-148,11067,332.5,395,11.18,9.34,NA,NA,1,4,4,5,0.984251969,237,99,87.63,86.995,87.3125,1,272,134,8,0.874890639,88.88888889,8.888888889,162.53051,9.98,200,0.09,0.07,31.02225535,,297
2017h,2,4,4,Control,Ames 31803,UGA-SAM1-111,7059,292.5,220,1.66,2.44,NA,NA,3,1,NA,NA,0.437445319,226,88,89.535,96.52,93.0275,1,268,130,4,NA,NA,4.444444444,175.11,8.877,200,0.12,0.05,33.02822926,,289
2017h,2,4,4,Saline,Ames 31857,UGA-SAM1-165,11068,337.5,395,11.24,9.59,NA,NA,8,5,2,3,0.546806649,233,95,49.53,85.725,67.6275,1,272,134,4,0.437445319,80,4.444444444,NA,0.201,25,0.01,0.000201,NA,,297
2017h,2,4,5,Control,Ames 31875,UGA-SAM1-183,7060,297.5,220,1.69,2.55,NA,NA,14,21,NA,NA,3.827646544,216,78,128.27,118.11,123.19,1,264,126,35,NA,NA,38.88888889,186.48,12.494,200,0.96,0.71,32.60758142,,289
2017h,2,4,5,Saline,Ames 31802,UGA-SAM1-110,11069,342.5,395,11.29,9.73,NA,NA,9,5,11,7,1.968503937,226,88,73.66,69.85,71.755,2,NA,NA,16,1.749781277,88.88888889,17.77777778,145.531325,17.262,200,0.15,0.11,25.45251039,,297
2017h,2,4,6,Control,Ames 31871,UGA-SAM1-179,7061,302.5,220,1.74,2.69,NA,NA,19,15,NA,NA,3.718285214,216,78,102.235,106.68,104.4575,1,261,123,34,NA,NA,37.77777778,218.82,7.657,200,0.46,0.21,41.57028327,,289
2017h,2,4,6,Saline,Ames 31934,UGA-SAM1-242,11070,347.5,395,11.34,9.76,162.85,1.21,8,5,11,7,1.968503937,226,88,70.485,102.87,86.6775,2,278,140,16,1.749781277,88.88888889,17.77777778,NA,6.589,200,0.07,0.04,NA,,297
2017h,2,4,7,Control,Ames 31941,UGA-SAM1-249,7062,307.5,220,1.8,2.85,NA,NA,16,16,NA,NA,3.499562555,222,84,75.565,71.12,73.3425,2,268,130,32,NA,NA,35.55555556,201.44,10.501,200,0.23,0.1,41.93455245,,291
2017h,2,4,7,Saline,Ames 31907,UGA-SAM1-215,11071,352.5,395,11.37,9.71,NA,NA,3,7,13,14,2.952755906,226,88,85.09,85.09,85.09,1,NA,NA,26,2.843394576,96.2962963,28.88888889,227.43009,6.276,200,0.16,0.07,37.34328358,,297
2017h,2,4,8,Control,Ames 31750,UGA-SAM1-057,7063,312.5,220,1.86,3.02,NA,NA,16,31,NA,NA,5.139982502,212,74,105.41,92.71,99.06,1,254,116,47,NA,NA,52.22222222,224.25,6.767,200,0.77,0.28,41.76061611,,291
2017h,2,4,8,Saline,Ames 31791,UGA-SAM1-099,11072,357.5,395,11.38,9.6,NA,NA,2,4,4,7,1.202974628,216,78,61.595,85.725,73.66,1,268,130,7,0.765529309,63.63636364,7.777777778,NA,10.58,200,0.08,0.05,33.27255278,,297
2017h,2,4,9,Control,Ames 31968,UGA-SAM1-276,7064,317.5,220,1.91,3.17,NA,NA,19,16,NA,NA,3.827646544,216,78,107.315,105.41,106.3625,1,270,132,35,NA,NA,38.88888889,212.52,6.557,200,0.59,0.35,43.89868548,,291
2017h,2,4,9,Saline,Ames 31728,UGA-SAM1-035,11073,362.5,395,11.38,9.48,NA,NA,1,1,5,2,0.765529309,216,78,71.755,79.375,75.565,1,268,130,6,0.656167979,85.71428571,6.666666667,196.88083,16.827,200,0.09,0.08,32.6112,,297
2017h,2,5,1,Control,Ames 31953,UGA-SAM1-261,3065,322.5,80,5.49,4.31,NA,NA,8,7,NA,NA,1.640419948,220,82,74.295,92.075,83.185,5,272,134,15,NA,NA,16.66666667,207.09,7.167,200,0.13,0.08,38.45061399,,291
2017h,2,5,1,Saline,Ames 31940,UGA-SAM1-248,9074,367.5,325,5.35,5.15,NA,NA,19,10,18,8,2.843394576,212,74,99.695,87.63,93.6625,1,258,120,27,2.952755906,103.8461538,30,159.91,15.544,200,1.15,0.87,20.83715474,,291
2017h,2,5,10,Control,Ames 31915,UGA-SAM1-223,4065,322.5,115,5.69,5.9,NA,NA,14,13,NA,NA,2.952755906,226,88,128.905,109.855,119.38,1,NA,NA,27,NA,NA,30,174.52,8.629,200,1,0.54,34.18001281,,291
2017h,2,5,10,Saline,Ames 31902,UGA-SAM1-210,10074,367.5,360,7.97,7.6,NA,NA,11,18,15,18,3.608923885,220,82,81.28,84.455,82.8675,1,261,123,20,2.187226597,60.60606061,22.22222222,191.25,15.095,200,0.72,0.57,35.26962093,,291
2017h,2,5,11,Control,Ames 31903,UGA-SAM1-211,4066,327.5,115,5.57,5.71,NA,NA,14,7,NA,NA,2.296587927,216,78,80.01,72.39,76.2,2,278,140,21,NA,NA,23.33333333,195.83,11.002,200,0.97,0.69,37.52486897,,291
2017h,2,5,11,Saline,Ames 31735,UGA-SAM1-042,10075,372.5,360,8.01,7.65,NA,NA,7,15,9,16,2.734033246,212,74,74.93,70.485,72.7075,1,264,126,23,2.515310586,92,25.55555556,227.92282,6.007,200,0.58,0.2,38.251442,,291
2017h,2,5,12,Control,Ames 31963,UGA-SAM1-271,4067,332.5,115,5.44,5.52,NA,NA,20,21,NA,NA,4.483814523,216,78,96.52,95.25,95.885,1,268,130,41,NA,NA,45.55555556,236.78,9.744,200,1.17,0.72,35.40557871,,291
2017h,2,5,12,Saline,Ames 31807,UGA-SAM1-115,10076,377.5,360,8.04,7.69,NA,NA,7,3,5,2,0.765529309,226,88,115.57,116.84,116.205,1,272,134,7,0.765529309,100,7.777777778,199.09,6.991,200,0.61,0.27,39.36479129,,291
2017h,2,5,13,Control,Ames 31704,UGA-SAM1-011,4068,337.5,115,5.29,5.33,NA,NA,8,7,NA,NA,1.640419948,216,78,67.31,61.595,64.4525,1,258,120,15,NA,NA,16.66666667,198.76,14.343,200,0.39,0.28,36.79845709,,291
2017h,2,5,13,Saline,Ames 31964,UGA-SAM1-272,10077,382.5,360,8.06,7.69,NA,NA,4,4,5,5,1.093613298,230,92,125.73,135.255,130.4925,2,NA,NA,12,1.312335958,NA,13.33333333,191.24,17.308,200,0.48,0.31,23.21930946,,291
2017h,2,5,14,Control,Ames 31759,UGA-SAM1-066,4069,342.5,115,5.11,5.13,NA,NA,14,33,NA,NA,5.139982502,220,82,104.775,109.22,106.9975,3,264,126,47,NA,NA,52.22222222,192.96,8.823,200,0.46,0.3,38.5191917,,291
2017h,2,5,14,Saline,Ames 31822,UGA-SAM1-130,10078,387.5,360,8.09,7.65,NA,NA,9,7,8,8,1.749781277,220,82,85.09,94.615,89.8525,3,270,132,16,1.749781277,100,17.77777778,191.566385,11.284,200,0.17,0.14,34.16809056,,291
2017h,2,5,15,Control,Ames 31698,UGA-SAM1-005,4070,347.5,115,4.91,4.92,NA,NA,12,20,NA,NA,3.499562555,216,78,121.285,130.175,125.73,4,256,118,32,NA,NA,35.55555556,153.85,15.35,200,1.17,0.74,37.69140416,,291
2017h,2,5,15,Saline,XRQ,,10079,392.5,360,8.14,7.57,NA,NA,4,1,4,1,0.546806649,226,88,95.25,88.9,92.075,1,261,123,5,0.546806649,100,5.555555556,NA,11.915,200,0.09,0.05,33.29240952,,291
2017h,2,5,16,Control,Ames 31958,UGA-SAM1-266,4071,352.5,115,4.69,4.69,NA,NA,19,19,NA,NA,4.155730534,216,78,115.57,115.57,115.57,2,264,126,38,NA,NA,42.22222222,210.430905,8.749,200,0.18,NA,NA,combine plugged,291
2017h,2,5,16,Saline,Ames 31881,UGA-SAM1-189,10080,397.5,360,8.21,7.46,NA,NA,11,8,10,9,2.077865267,212,74,106.68,102.87,104.775,2,250,112,17,1.859142607,89.47368421,18.88888889,179.66,13.904,200,0.48,0.38,37.90334652,,291
2017h,2,5,17,Control,Ames 31949,UGA-SAM1-257,4072,357.5,115,4.45,4.48,NA,NA,24,15,NA,NA,4.265091864,216,78,129.54,137.16,133.35,2,268,130,39,NA,NA,43.33333333,188.39,11.868,200,0.58,0.45,33.45474022,,291
2017h,2,5,17,Saline,Ames 31882,UGA-SAM1-190,10081,402.5,360,8.29,7.33,452.91,3.23,8,2,8,2,1.093613298,220,82,73.66,75.565,74.6125,2,264,126,9,0.984251969,90,10,190.95,11.871,200,0.29,0.21,35.0976,,291
2017h,2,5,18,Control,EXTRASOL,,4073,362.5,115,4.21,4.27,NA,NA,27,24,NA,NA,5.577427822,212,74,148.59,144.78,146.685,1,261,123,51,NA,NA,56.66666667,207.685695,13.314,200,0.15,0.11,NA,,291
2017h,2,5,18,Saline,HA 445,,10082,407.5,360,8.37,7.2,NA,NA,5,5,8,6,1.531058618,216,78,77.47,155.575,116.5225,1,254,116,15,1.640419948,107.1428571,16.66666667,199.92,11.82,200,0.59,0.46,32.62163892,,291
2017h,2,5,2,Control,Ames 31887,UGA-SAM1-195,3066,327.5,80,5.34,4.32,NA,NA,21,19,NA,NA,4.374453193,220,82,130.81,113.665,122.2375,2,272,134,40,NA,NA,44.44444444,192.73,6.047,200,0.81,0.34,34.96361301,,291
2017h,2,5,2,Saline,Ames 31868,UGA-SAM1-176,9075,372.5,325,5.53,5.22,288.91,2.95,13,13,14,16,3.280839895,209,71,112.395,121.92,117.1575,2,261,123,28,3.062117235,93.33333333,31.11111111,205.58,15.811,200,0.55,0.42,35.47115385,,291
2017h,2,5,3,Control,Ames 31843,UGA-SAM1-151,3067,332.5,80,5.19,4.32,NA,NA,24,26,NA,NA,5.468066492,220,82,122.555,116.205,119.38,2,264,126,50,NA,NA,55.55555556,199.62,7.486,200,0.93,0.53,35.48576931,,291
2017h,2,5,3,Saline,Ames 31780,UGA-SAM1-088,9076,377.5,325,5.69,5.28,667.41,7.84,13,11,13,11,2.624671916,220,82,112.395,114.3,113.3475,1,NA,NA,25,2.734033246,104.1666667,27.77777778,179.49,12.142,200,0.68,0.47,31.49280767,,291
2017h,2,5,4,Control,Ames 31948,UGA-SAM1-256,3068,337.5,80,5.02,4.31,NA,NA,11,10,NA,NA,2.296587927,226,88,122.555,128.905,125.73,1,264,126,21,NA,NA,23.33333333,224.61449,7.156,200,0.68,0.21,41.27979386,,291
2017h,2,5,4,Saline,Ames 31935,UGA-SAM1-243,9077,382.5,325,5.82,5.34,NA,NA,6,8,7,7,1.531058618,209,71,38.735,40.64,39.6875,1,264,126,13,1.421697288,92.85714286,14.44444444,168.86561,15.612,200,0.07,0.06,30.60538117,,291
2017h,2,5,5,Control,Ames 31860,UGA-SAM1-168,3069,342.5,80,4.83,4.24,NA,NA,9,25,NA,NA,3.718285214,216,78,116.205,122.555,119.38,1,264,126,34,NA,NA,37.77777778,216.94,5.901,200,0.76,0.23,37.22079589,,291
2017h,2,5,5,Saline,Ames 31743,UGA-SAM1-050,9078,387.5,325,5.94,5.39,NA,NA,21,12,23,16,4.265091864,216,78,78.74,78.74,78.74,1,258,120,27,2.952755906,69.23076923,30,191.9,9.768,200,0.47,0.31,39.73189489,,291
2017h,2,5,6,Control,Ames 31846,UGA-SAM1-154,3070,347.5,80,4.62,4.11,NA,NA,22,9,NA,NA,3.390201225,216,78,135.255,121.92,128.5875,1,258,120,31,NA,NA,34.44444444,220.11,5.83,200,0.65,0.2,42.9464572,,291
2017h,2,5,6,Saline,Ames 31796,UGA-SAM1-104,9079,392.5,325,6.03,5.44,419.22,4.43,23,23,22,21,4.702537183,212,74,94.615,95.25,94.9325,1,261,123,39,4.265091864,90.69767442,43.33333333,225.13,11.859,200,1.47,1.31,37.43430891,,291
2017h,2,5,7,Control,Ames 31694,UGA-SAM1-001,3071,352.5,80,4.39,3.95,NA,NA,14,18,NA,NA,3.499562555,216,78,137.795,136.525,137.16,1,256,118,32,NA,NA,35.55555556,191.47,11.061,200,0.78,0.59,43.64893845,,291
2017h,2,5,7,Saline,Ames 31760,UGA-SAM1-067,9080,397.5,325,6.09,5.49,NA,NA,7,1,6,1,0.765529309,228,90,58.42,48.26,53.34,2,272,134,8,0.874890639,114.2857143,8.888888889,173.93369,7.49,200,0.23,0.15,39.07667732,,291
2017h,2,5,8,Control,Ames 31854,UGA-SAM1-162,3072,357.5,80,4.15,3.77,NA,NA,26,21,NA,NA,5.139982502,212,74,132.715,134.62,133.6675,1,256,118,47,NA,NA,52.22222222,211.66,8.725,200,0.4,0.16,35.3371869,,291
2017h,2,5,8,Saline,Ames 31856,UGA-SAM1-164,9081,402.5,325,6.13,5.53,NA,NA,14,15,11,13,2.624671916,220,82,106.045,117.475,111.76,1,261,123,25,2.734033246,104.1666667,27.77777778,204.99,6.592,200,1,0.54,39.15172855,,291
2017h,2,5,9,Control,Ames 31946,UGA-SAM1-254,3073,362.5,80,3.9,3.57,NA,NA,16,13,NA,NA,3.171478565,220,82,151.765,121.92,136.8425,1,258,120,29,NA,NA,32.22222222,213.880015,10.646,200,0.31,0.18,28.373436,,291
2017h,2,5,9,Saline,Ames 31731,UGA-SAM1-038,9082,407.5,325,6.18,5.55,608.21,6.07,13,4,13,4,1.859142607,220,82,96.52,101.6,99.06,2,272,134,15,1.640419948,88.23529412,16.66666667,169.041585,12.277,200,0.23,0.17,38.16869788,,291
2017h,2,6,1,Control,Ames 31813,UGA-SAM1-121,5065,322.5,150,4.07,5.5,120.56,1.16,9,10,NA,NA,2.077865267,220,82,89.535,80.01,84.7725,1,258,120,19,NA,NA,21.11111111,203.26,6.391,200,0.49,0.3,35.47725817,,291
2017h,2,6,1,Saline,Ames 31722,UGA-SAM1-029,11074,367.5,395,11.37,9.35,NA,NA,7,10,3,2,0.546806649,228,90,99.06,74.295,86.6775,2,NA,NA,3,0.32808399,60,3.333333333,138.562715,23.291,200,0.08,0.06,18.32409972,,297
2017h,2,6,10,Control,Ames 31890,UGA-SAM1-198,6065,322.5,185,2.53,4.58,NA,NA,17,16,NA,NA,3.608923885,212,74,79.375,97.155,88.265,1,261,123,33,NA,NA,36.66666667,221.01,7.852,200,0.64,0.39,40.05129849,,291
